mal_id,title,title_english,title_japanese,genres,url,item_idx
5114,Fullmetal Alchemist: Brotherhood,Fullmetal Alchemist: Brotherhood,鋼の錬金術師 FULLMETAL ALCHEMIST,"['Action', 'Adventure', 'Drama', 'Fantasy']",https://myanimelist.net/anime/5114/Fullmetal_Alchemist__Brotherhood,2855.0
11061,Hunter x Hunter (2011),Hunter x Hunter,HUNTER×HUNTER（ハンター×ハンター）,"['Action', 'Adventure', 'Fantasy']",https://myanimelist.net/anime/11061/Hunter_x_Hunter_2011,4002.0
38524,Shingeki no Kyojin Season 3 Part 2,Attack on Titan Season 3 Part 2,進撃の巨人 Season3 Part.2,"['Action', 'Drama', 'Suspense']",https://myanimelist.net/anime/38524/Shingeki_no_Kyojin_Season_3_Part_2,7144.0
9253,Steins;Gate,Steins;Gate,STEINS;GATE,"['Drama', 'Sci-Fi', 'Suspense']",https://myanimelist.net/anime/9253/Steins_Gate,3629.0
28851,Koe no Katachi,A Silent Voice,聲の形,"['Award Winning', 'Drama']",https://myanimelist.net/anime/28851/Koe_no_Katachi,5385.0
32281,Kimi no Na wa.,Your Name.,君の名は。,"['Award Winning', 'Drama']",https://myanimelist.net/anime/32281/Kimi_no_Na_wa,5848.0
2904,Code Geass: Hangyaku no Lelouch R2,Code Geass: Lelouch of the Rebellion R2,コードギアス 反逆のルルーシュ R2,"['Action', 'Award Winning', 'Drama', 'Sci-Fi']",https://myanimelist.net/anime/2904/Code_Geass__Hangyaku_no_Lelouch_R2,2110.0
40028,Shingeki no Kyojin: The Final Season,Attack on Titan: Final Season,進撃の巨人 The Final Season,"['Action', 'Drama', 'Suspense']",https://myanimelist.net/anime/40028/Shingeki_no_Kyojin__The_Final_Season,7456.0
199,Sen to Chihiro no Kamikakushi,Spirited Away,千と千尋の神隠し,"['Adventure', 'Award Winning', 'Fantasy']",https://myanimelist.net/anime/199/Sen_to_Chihiro_no_Kamikakushi,169.0
1575,Code Geass: Hangyaku no Lelouch,Code Geass: Lelouch of the Rebellion,コードギアス 反逆のルルーシュ,"['Action', 'Award Winning', 'Drama', 'Sci-Fi']",https://myanimelist.net/anime/1575/Code_Geass__Hangyaku_no_Lelouch,1247.0
1535,Death Note,Death Note,デスノート,"['Supernatural', 'Suspense']",https://myanimelist.net/anime/1535/Death_Note,1217.0
37510,Mob Psycho 100 II,Mob Psycho 100 II,モブサイコ100 II,"['Action', 'Comedy', 'Supernatural']",https://myanimelist.net/anime/37510/Mob_Psycho_100_II,6906.0
35760,Shingeki no Kyojin Season 3,Attack on Titan Season 3,進撃の巨人 Season3,"['Action', 'Drama', 'Suspense']",https://myanimelist.net/anime/35760/Shingeki_no_Kyojin_Season_3,6539.0
23273,Shigatsu wa Kimi no Uso,Your Lie in April,四月は君の嘘,"['Drama', 'Romance']",https://myanimelist.net/anime/23273/Shigatsu_wa_Kimi_no_Uso,5059.0
1,Cowboy Bebop,Cowboy Bebop,カウボーイビバップ,"['Action', 'Award Winning', 'Sci-Fi']",https://myanimelist.net/anime/1/Cowboy_Bebop,0.0
37521,Vinland Saga,,ヴィンランド・サガ,"['Action', 'Adventure', 'Drama']",https://myanimelist.net/anime/37521/Vinland_Saga,6912.0
16498,Shingeki no Kyojin,Attack on Titan,進撃の巨人,"['Action', 'Award Winning', 'Drama', 'Suspense']",https://myanimelist.net/anime/16498/Shingeki_no_Kyojin,4527.0
47778,Kimetsu no Yaiba: Yuukaku-hen,Demon Slayer: Kimetsu no Yaiba Entertainment District Arc,鬼滅の刃 遊郭編,"['Action', 'Supernatural']",https://myanimelist.net/anime/47778/Kimetsu_no_Yaiba__Yuukaku-hen,8126.0
33352,Violet Evergarden,Violet Evergarden,ヴァイオレット・エヴァーガーデン,['Drama'],https://myanimelist.net/anime/33352/Violet_Evergarden,6078.0
40748,Jujutsu Kaisen,Jujutsu Kaisen,呪術廻戦,"['Action', 'Award Winning', 'Supernatural']",https://myanimelist.net/anime/40748/Jujutsu_Kaisen,7620.0
32935,Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,Haikyu!! 3rd Season,ハイキュー!! 烏野高校 VS 白鳥沢学園高校,['Sports'],https://myanimelist.net/anime/32935/Haikyuu_Karasuno_Koukou_vs_Shiratorizawa_Gakuen_Koukou,5963.0
48583,Shingeki no Kyojin: The Final Season Part 2,Attack on Titan: Final Season Part 2,進撃の巨人 The Final Season Part 2,"['Action', 'Drama', 'Suspense']",https://myanimelist.net/anime/48583/Shingeki_no_Kyojin__The_Final_Season_Part_2,8176.0
25777,Shingeki no Kyojin Season 2,Attack on Titan Season 2,進撃の巨人 Season2,"['Action', 'Drama', 'Suspense']",https://myanimelist.net/anime/25777/Shingeki_no_Kyojin_Season_2,5227.0
52991,Sousou no Frieren,Frieren: Beyond Journey's End,葬送のフリーレン,"['Adventure', 'Drama', 'Fantasy']",https://myanimelist.net/anime/52991/Sousou_no_Frieren,8776.0
431,Howl no Ugoku Shiro,Howl's Moving Castle,ハウルの動く城,"['Adventure', 'Award Winning', 'Drama', 'Fantasy', 'Romance']",https://myanimelist.net/anime/431/Howl_no_Ugoku_Shiro,374.0
4181,Clannad: After Story,Clannad: After Story,CLANNAD〜AFTER STORY〜 クラナド アフターストーリー,"['Drama', 'Romance']",https://myanimelist.net/anime/4181/Clannad__After_Story,2623.0
30276,One Punch Man,One Punch Man,ワンパンマン,"['Action', 'Comedy']",https://myanimelist.net/anime/30276/One_Punch_Man,5495.0
28891,Haikyuu!! Second Season,Haikyu!! 2nd Season,ハイキュー!! セカンドシーズン,['Sports'],https://myanimelist.net/anime/28891/Haikyuu_Second_Season,5391.0
2001,Tengen Toppa Gurren Lagann,Gurren Lagann,天元突破グレンラガン,"['Action', 'Adventure', 'Award Winning', 'Sci-Fi']",https://myanimelist.net/anime/2001/Tengen_Toppa_Gurren_Lagann,1556.0
40456,Kimetsu no Yaiba Movie: Mugen Ressha-hen,Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,劇場版 鬼滅の刃 無限列車編,"['Action', 'Supernatural']",https://myanimelist.net/anime/40456/Kimetsu_no_Yaiba_Movie__Mugen_Ressha-hen,7550.0
164,Mononoke Hime,Princess Mononoke,もののけ姫,"['Action', 'Adventure', 'Award Winning', 'Fantasy']",https://myanimelist.net/anime/164/Mononoke_Hime,137.0
40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,Kaguya-sama: Love is War?,かぐや様は告らせたい？～天才たちの恋愛頭脳戦～,"['Comedy', 'Romance']",https://myanimelist.net/anime/40591/Kaguya-sama_wa_Kokurasetai_Tensai-tachi_no_Renai_Zunousen,7584.0
51009,Jujutsu Kaisen 2nd Season,Jujutsu Kaisen Season 2,呪術廻戦 懐玉・玉折／渋谷事変,"['Action', 'Supernatural']",https://myanimelist.net/anime/51009/Jujutsu_Kaisen_2nd_Season,8546.0
43608,Kaguya-sama wa Kokurasetai: Ultra Romantic,Kaguya-sama: Love is War -Ultra Romantic-,かぐや様は告らせたい-ウルトラロマンティック-,"['Comedy', 'Romance']",https://myanimelist.net/anime/43608/Kaguya-sama_wa_Kokurasetai__Ultra_Romantic,7976.0
32182,Mob Psycho 100,Mob Psycho 100,モブサイコ100,"['Action', 'Comedy', 'Supernatural']",https://myanimelist.net/anime/32182/Mob_Psycho_100,5831.0
38000,Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba,鬼滅の刃,"['Action', 'Award Winning', 'Supernatural']",https://myanimelist.net/anime/38000/Kimetsu_no_Yaiba,7035.0
34599,Made in Abyss,Made in Abyss,メイドインアビス,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",https://myanimelist.net/anime/34599/Made_in_Abyss,6333.0
37779,Yakusoku no Neverland,The Promised Neverland,約束のネバーランド,"['Mystery', 'Suspense']",https://myanimelist.net/anime/37779/Yakusoku_no_Neverland,6965.0
20583,Haikyuu!!,Haikyu!!,ハイキュー!!,['Sports'],https://myanimelist.net/anime/20583/Haikyuu,4838.0
50265,Spy x Family,,SPY×FAMILY,"['Action', 'Award Winning', 'Comedy']",https://myanimelist.net/anime/50265/Spy_x_Family,8422.0
37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,JoJo's Bizarre Adventure: Golden Wind,ジョジョの奇妙な冒険 黄金の風,"['Action', 'Adventure']",https://myanimelist.net/anime/37991/JoJo_no_Kimyou_na_Bouken_Part_5__Ougon_no_Kaze,7027.0
45576,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,Mushoku Tensei: Jobless Reincarnation Part 2,無職転生 ～異世界行ったら本気だす～ 第2クール,"['Adventure', 'Drama', 'Fantasy', 'Ecchi']",https://myanimelist.net/anime/45576/Mushoku_Tensei__Isekai_Ittara_Honki_Dasu_Part_2,8072.0
30654,Ansatsu Kyoushitsu 2nd Season,Assassination Classroom Second Season,暗殺教室　第２期,"['Action', 'Comedy']",https://myanimelist.net/anime/30654/Ansatsu_Kyoushitsu_2nd_Season,5552.0
11741,Fate/Zero 2nd Season,Fate/Zero Season 2,フェイト/ゼロ 2ndシーズン,"['Action', 'Fantasy']",https://myanimelist.net/anime/11741/Fate_Zero_2nd_Season,4073.0
44511,Chainsaw Man,Chainsaw Man,チェンソーマン,"['Action', 'Fantasy']",https://myanimelist.net/anime/44511/Chainsaw_Man,8045.0
31933,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,JoJo's Bizarre Adventure: Diamond Is Unbreakable,ジョジョの奇妙な冒険 ダイヤモンドは砕けない,"['Action', 'Adventure']",https://myanimelist.net/anime/31933/JoJo_no_Kimyou_na_Bouken_Part_4__Diamond_wa_Kudakenai,5796.0
19,Monster,Monster,モンスター,"['Drama', 'Mystery', 'Suspense']",https://myanimelist.net/anime/19/Monster,9.0
37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,Kaguya-sama: Love is War,かぐや様は告らせたい～天才たちの恋愛頭脳戦～,"['Comedy', 'Romance']",https://myanimelist.net/anime/37999/Kaguya-sama_wa_Kokurasetai__Tensai-tachi_no_Renai_Zunousen,7034.0
42310,Cyberpunk: Edgerunners,,サイバーパンク エッジランナーズ,"['Action', 'Sci-Fi']",https://myanimelist.net/anime/42310/Cyberpunk__Edgerunners,7861.0
32,"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",Neon Genesis Evangelion: The End of Evangelion,"新世紀エヴァンゲリオン劇場版 Air / まごころを, 君に","['Action', 'Avant Garde', 'Drama', 'Sci-Fi', 'Suspense']",https://myanimelist.net/anime/32/Shinseiki_Evangelion_Movie__Air_Magokoro_wo_Kimi_ni,21.0
51535,Shingeki no Kyojin: The Final Season - Kanketsu-hen,Attack on Titan: Final Season - The Final Chapters,進撃の巨人 The Final Season完結編,"['Action', 'Drama', 'Suspense']",https://myanimelist.net/anime/51535/Shingeki_no_Kyojin__The_Final_Season_-_Kanketsu-hen,8624.0
26055,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders - Egypt-hen,JoJo's Bizarre Adventure: Stardust Crusaders - Battle in Egypt,ジョジョの奇妙な冒険 スターダストクルセイダース エジプト編,"['Action', 'Adventure']",https://myanimelist.net/anime/26055/JoJo_no_Kimyou_na_Bouken_Part_3__Stardust_Crusaders_-_Egypt-hen,5247.0
36098,Kimi no Suizou wo Tabetai,I Want To Eat Your Pancreas,君の膵臓をたべたい,"['Drama', 'Romance']",https://myanimelist.net/anime/36098/Kimi_no_Suizou_wo_Tabetai,6604.0
205,Samurai Champloo,Samurai Champloo,サムライチャンプルー,"['Action', 'Adventure', 'Comedy']",https://myanimelist.net/anime/205/Samurai_Champloo,175.0
30,Shinseiki Evangelion,Neon Genesis Evangelion,新世紀エヴァンゲリオン,"['Action', 'Avant Garde', 'Award Winning', 'Drama', 'Sci-Fi', 'Suspense']",https://myanimelist.net/anime/30/Shinseiki_Evangelion,19.0
52034,[Oshi no Ko],[Oshi No Ko],【推しの子】,"['Award Winning', 'Drama']",https://myanimelist.net/anime/52034/Oshi_no_Ko,8683.0
918,Gintama,Gintama,銀魂,"['Action', 'Comedy', 'Sci-Fi']",https://myanimelist.net/anime/918/Gintama,751.0
22535,Kiseijuu: Sei no Kakuritsu,Parasyte: The Maxim,寄生獣 セイの格率,"['Action', 'Horror', 'Sci-Fi', 'Suspense']",https://myanimelist.net/anime/22535/Kiseijuu__Sei_no_Kakuritsu,5004.0
47917,Bocchi the Rock!,Bocchi the Rock!,ぼっち・ざ・ろっく！,['Comedy'],https://myanimelist.net/anime/47917/Bocchi_the_Rock,8130.0
49387,Vinland Saga Season 2,Vinland Saga Season 2,ヴィンランド・サガ SEASON2,"['Action', 'Adventure', 'Drama']",https://myanimelist.net/anime/49387/Vinland_Saga_Season_2,8296.0
38329,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,Rascal Does Not Dream of a Dreaming Girl,青春ブタ野郎はゆめみる少女の夢を見ない,"['Drama', 'Romance', 'Supernatural']",https://myanimelist.net/anime/38329/Seishun_Buta_Yarou_wa_Yumemiru_Shoujo_no_Yume_wo_Minai,7106.0
40776,Haikyuu!! To the Top Part 2,Haikyu!! To the Top 2nd-cour,ハイキュー TO THE TOP 第2クール,['Sports'],https://myanimelist.net/anime/40776/Haikyuu_To_the_Top_Part_2,7626.0
31043,Boku dake ga Inai Machi,Erased,僕だけがいない街,"['Mystery', 'Suspense']",https://myanimelist.net/anime/31043/Boku_dake_ga_Inai_Machi,5608.0
9756,Mahou Shoujo Madoka★Magica,Puella Magi Madoka Magica,魔法少女まどか★マギカ,"['Award Winning', 'Drama', 'Suspense']",https://myanimelist.net/anime/9756/Mahou_Shoujo_Madoka★Magica,3713.0
1735,Naruto: Shippuuden,Naruto Shippuden,-ナルト- 疾風伝,"['Action', 'Adventure', 'Fantasy']",https://myanimelist.net/anime/1735/Naruto__Shippuuden,1362.0
48561,Jujutsu Kaisen 0 Movie,Jujutsu Kaisen 0,劇場版 呪術廻戦 0,"['Action', 'Supernatural']",https://myanimelist.net/anime/48561/Jujutsu_Kaisen_0_Movie,8171.0
245,Great Teacher Onizuka,Great Teacher Onizuka,グレート・ティーチャー・オニヅカ,['Comedy'],https://myanimelist.net/anime/245/Great_Teacher_Onizuka,210.0
39535,Mushoku Tensei: Isekai Ittara Honki Dasu,Mushoku Tensei: Jobless Reincarnation,無職転生 ～異世界行ったら本気だす～,"['Adventure', 'Drama', 'Fantasy', 'Ecchi']",https://myanimelist.net/anime/39535/Mushoku_Tensei__Isekai_Ittara_Honki_Dasu,7353.0
33255,Saiki Kusuo no Ψ-nan,The Disastrous Life of Saiki K.,斉木楠雄のΨ難,['Comedy'],https://myanimelist.net/anime/33255/Saiki_Kusuo_no_Ψ-nan,6056.0
12355,Ookami Kodomo no Ame to Yuki,Wolf Children,おおかみこどもの雨と雪,"['Award Winning', 'Slice of Life', 'Supernatural']",https://myanimelist.net/anime/12355/Ookami_Kodomo_no_Ame_to_Yuki,4154.0
42203,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,Re:ZERO -Starting Life in Another World- Season 2 Part 2,Re：ゼロから始める異世界生活,"['Drama', 'Fantasy', 'Suspense']",https://myanimelist.net/anime/42203/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_2nd_Season_Part_2,7843.0
50172,Mob Psycho 100 III,Mob Psycho 100 III,モブサイコ100 III,"['Action', 'Comedy', 'Supernatural']",https://myanimelist.net/anime/50172/Mob_Psycho_100_III,8402.0
17074,Monogatari Series: Second Season,Monogatari Series: Second Season,〈物語〉シリーズ セカンドシーズン,"['Comedy', 'Mystery', 'Romance', 'Supernatural']",https://myanimelist.net/anime/17074/Monogatari_Series__Second_Season,4574.0
13601,Psycho-Pass,Psycho-Pass,サイコパス,"['Action', 'Mystery', 'Sci-Fi', 'Suspense']",https://myanimelist.net/anime/13601/Psycho-Pass,4283.0
30484,Steins;Gate 0,Steins;Gate 0,シュタインズ・ゲート ゼロ,"['Drama', 'Sci-Fi', 'Suspense']",https://myanimelist.net/anime/30484/Steins_Gate_0,5532.0
41467,Bleach: Sennen Kessen-hen,Bleach: Thousand-Year Blood War,BLEACH 千年血戦篇,"['Action', 'Adventure', 'Supernatural']",https://myanimelist.net/anime/41467/Bleach__Sennen_Kessen-hen,7762.0
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,Anohana: The Flower We Saw That Day,あの日見た花の名前を僕達はまだ知らない。,"['Drama', 'Supernatural']",https://myanimelist.net/anime/9989/Ano_Hi_Mita_Hana_no_Namae_wo_Bokutachi_wa_Mada_Shiranai,3768.0
38691,Dr. Stone,Dr. Stone,ドクターストーン,"['Adventure', 'Comedy', 'Sci-Fi']",https://myanimelist.net/anime/38691/Dr_Stone,7178.0
31240,Re:Zero kara Hajimeru Isekai Seikatsu,Re:ZERO -Starting Life in Another World-,Re:ゼロから始める異世界生活,"['Drama', 'Fantasy', 'Suspense']",https://myanimelist.net/anime/31240/Re_Zero_kara_Hajimeru_Isekai_Seikatsu,5646.0
5081,Bakemonogatari,Bakemonogatari,化物語,"['Mystery', 'Romance', 'Supernatural']",https://myanimelist.net/anime/5081/Bakemonogatari,2846.0
38883,Haikyuu!! To the Top,Haikyu!! To the Top,ハイキュー!! TO THE TOP,['Sports'],https://myanimelist.net/anime/38883/Haikyuu_To_the_Top,7229.0
54492,Kusuriya no Hitorigoto,The Apothecary Diaries,薬屋のひとりごと,"['Drama', 'Mystery']",https://myanimelist.net/anime/54492/Kusuriya_no_Hitorigoto,8927.0
39587,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,Re:ZERO -Starting Life in Another World- Season 2,Re：ゼロから始める異世界生活,"['Drama', 'Fantasy', 'Suspense']",https://myanimelist.net/anime/39587/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_2nd_Season,7371.0
38040,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,KonoSuba: God's Blessing on This Wonderful World! - Legend of Crimson,映画 この素晴らしい世界に祝福を！紅伝説,"['Adventure', 'Comedy', 'Fantasy']",https://myanimelist.net/anime/38040/Kono_Subarashii_Sekai_ni_Shukufuku_wo_Movie__Kurenai_Densetsu,7052.0
578,Hotaru no Haka,Grave of the Fireflies,火垂るの墓,['Drama'],https://myanimelist.net/anime/578/Hotaru_no_Haka,500.0
437,Perfect Blue,Perfect Blue,パーフェクトブルー,"['Avant Garde', 'Award Winning', 'Drama', 'Horror', 'Suspense']",https://myanimelist.net/anime/437/Perfect_Blue,379.0
39551,Tensei shitara Slime Datta Ken 2nd Season,That Time I Got Reincarnated as a Slime Season 2,転生したらスライムだった件,"['Action', 'Comedy', 'Fantasy']",https://myanimelist.net/anime/39551/Tensei_shitara_Slime_Datta_Ken_2nd_Season,7357.0
32937,Kono Subarashii Sekai ni Shukufuku wo! 2,KonoSuba: God's Blessing on This Wonderful World! 2,この素晴らしい世界に祝福を！ 2,"['Adventure', 'Comedy', 'Fantasy']",https://myanimelist.net/anime/32937/Kono_Subarashii_Sekai_ni_Shukufuku_wo_2,5965.0
33,Kenpuu Denki Berserk,Berserk,剣風伝奇ベルセルク,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror']",https://myanimelist.net/anime/33/Kenpuu_Denki_Berserk,22.0
57334,Dandadan,Dan Da Dan,ダンダダン,"['Action', 'Comedy', 'Supernatural']",https://myanimelist.net/anime/57334/Dandadan,9163.0
58567,Ore dake Level Up na Ken Season 2: Arise from the Shadow,Solo Leveling Season 2: Arise from the Shadow,俺だけレベルアップな件 Season 2 -Arise from the Shadow-,"['Action', 'Adventure', 'Fantasy']",https://myanimelist.net/anime/58567/Ore_dake_Level_Up_na_Ken_Season_2__Arise_from_the_Shadow,9253.0
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,Rascal Does Not Dream of Bunny Girl Senpai,青春ブタ野郎はバニーガール先輩の夢を見ない,"['Drama', 'Romance', 'Supernatural']",https://myanimelist.net/anime/37450/Seishun_Buta_Yarou_wa_Bunny_Girl_Senpai_no_Yume_wo_Minai,6888.0
10087,Fate/Zero,Fate/Zero,フェイト/ゼロ,"['Action', 'Fantasy']",https://myanimelist.net/anime/10087/Fate_Zero,3794.0
263,Hajime no Ippo,Fighting Spirit,はじめの一歩 THE FIGHTING!,['Sports'],https://myanimelist.net/anime/263/Hajime_no_Ippo,227.0
37987,Violet Evergarden Movie,Violet Evergarden: The Movie,劇場版 ヴァイオレット・エヴァーガーデン,"['Award Winning', 'Drama']",https://myanimelist.net/anime/37987/Violet_Evergarden_Movie,7023.0
48569,86 Part 2,86 Eighty-Six Part 2,86―エイティシックス―,"['Action', 'Drama', 'Sci-Fi']",https://myanimelist.net/anime/48569/86_Part_2,8173.0
37105,Grand Blue,Grand Blue Dreaming,ぐらんぶる,['Comedy'],https://myanimelist.net/anime/37105/Grand_Blue,6809.0
28701,Fate/stay night: Unlimited Blade Works 2nd Season,Fate/stay night [Unlimited Blade Works] Season 2,Fate/stay night [Unlimited Blade Works] 2nd シーズン,"['Action', 'Fantasy']",https://myanimelist.net/anime/28701/Fate_stay_night__Unlimited_Blade_Works_2nd_Season,5364.0
49926,Kimetsu no Yaiba: Mugen Ressha-hen,Demon Slayer: Kimetsu no Yaiba Mugen Train Arc,鬼滅の刃 無限列車編,"['Action', 'Supernatural']",https://myanimelist.net/anime/49926/Kimetsu_no_Yaiba__Mugen_Ressha-hen,8381.0
777,Hellsing Ultimate,Hellsing Ultimate,HELLSING OVA,"['Action', 'Horror', 'Supernatural']",https://myanimelist.net/anime/777/Hellsing_Ultimate,638.0
36649,Banana Fish,Banana Fish,BANANA FISH,"['Action', 'Adventure', 'Drama', 'Suspense']",https://myanimelist.net/anime/36649/Banana_Fish,6707.0
31758,Kizumonogatari III: Reiketsu-hen,Kizumonogatari Part 3: Cold-Blooded,傷物語〈Ⅲ冷血篇〉,"['Action', 'Mystery', 'Supernatural']",https://myanimelist.net/anime/31758/Kizumonogatari_III__Reiketsu-hen,5760.0
40834,Ousama Ranking,Ranking of Kings,王様ランキング,"['Adventure', 'Fantasy']",https://myanimelist.net/anime/40834/Ousama_Ranking,7641.0
10165,Nichijou,Nichijou - My Ordinary Life,日常,['Comedy'],https://myanimelist.net/anime/10165/Nichijou,3812.0
523,Tonari no Totoro,My Neighbor Totoro,となりのトトロ,"['Adventure', 'Award Winning', 'Supernatural']",https://myanimelist.net/anime/523/Tonari_no_Totoro,454.0
28977,Gintama°,Gintama Season 4,銀魂°,"['Action', 'Comedy', 'Sci-Fi']",https://myanimelist.net/anime/28977/Gintama°,5396.0
38826,Tenki no Ko,Weathering with You,天気の子,"['Award Winning', 'Drama', 'Romance', 'Supernatural']",https://myanimelist.net/anime/38826/Tenki_no_Ko,7218.0
34612,Saiki Kusuo no Ψ-nan 2,The Disastrous Life of Saiki K. 2,斉木楠雄のΨ難 2,['Comedy'],https://myanimelist.net/anime/34612/Saiki_Kusuo_no_Ψ-nan_2,6338.0
37520,Dororo,Dororo,どろろ,"['Action', 'Adventure', 'Fantasy']",https://myanimelist.net/anime/37520/Dororo,6911.0
7311,Suzumiya Haruhi no Shoushitsu,The Disappearance of Haruhi Suzumiya,涼宮ハルヒの消失,"['Award Winning', 'Mystery', 'Sci-Fi', 'Supernatural']",https://myanimelist.net/anime/7311/Suzumiya_Haruhi_no_Shoushitsu,3332.0
42938,Fruits Basket: The Final,Fruits Basket: The Final Season,フルーツバスケット The Final,"['Drama', 'Romance', 'Supernatural']",https://myanimelist.net/anime/42938/Fruits_Basket__The_Final,7935.0
11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Steins;Gate: The Movie - Load Region of Déjà Vu,劇場版 シュタインズゲート 負荷領域のデジャヴ,"['Drama', 'Sci-Fi']",https://myanimelist.net/anime/11577/Steins_Gate_Movie__Fuka_Ryouiki_no_Déjà_vu,4054.0
41487,Tensei shitara Slime Datta Ken 2nd Season Part 2,That Time I Got Reincarnated as a Slime Season 2 Part 2,転生したらスライムだった件,"['Action', 'Comedy', 'Fantasy']",https://myanimelist.net/anime/41487/Tensei_shitara_Slime_Datta_Ken_2nd_Season_Part_2,7766.0
41457,86,86 Eighty-Six,86―エイティシックス―,"['Action', 'Drama', 'Sci-Fi']",https://myanimelist.net/anime/41457/86,7759.0
813,Dragon Ball Z,Dragon Ball Z,ドラゴンボールZ,"['Action', 'Adventure', 'Comedy', 'Fantasy']",https://myanimelist.net/anime/813/Dragon_Ball_Z,662.0
52299,Ore dake Level Up na Ken,Solo Leveling,俺だけレベルアップな件,"['Action', 'Adventure', 'Fantasy']",https://myanimelist.net/anime/52299/Ore_dake_Level_Up_na_Ken,8710.0
457,Mushishi,Mushi-Shi,蟲師,"['Adventure', 'Mystery', 'Slice of Life', 'Supernatural']",https://myanimelist.net/anime/457/Mushishi,396.0
42897,Horimiya,Horimiya,ホリミヤ,['Romance'],https://myanimelist.net/anime/42897/Horimiya,7930.0
39547,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,My Teen Romantic Comedy SNAFU Climax!,やはり俺の青春ラブコメはまちがっている。完,"['Comedy', 'Romance']",https://myanimelist.net/anime/39547/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Kan,7356.0
9969,Gintama',Gintama Season 2,銀魂',"['Action', 'Comedy', 'Sci-Fi']",https://myanimelist.net/anime/9969/Gintama,3763.0
392,Yuu☆Yuu☆Hakusho,Yu Yu Hakusho: Ghost Files,幽☆遊☆白書,"['Action', 'Supernatural']",https://myanimelist.net/anime/392/Yuu☆Yuu☆Hakusho,343.0
24415,Kuroko no Basket 3rd Season,Kuroko's Basketball 3,黒子のバスケ,['Sports'],https://myanimelist.net/anime/24415/Kuroko_no_Basket_3rd_Season,5145.0
23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,My Teen Romantic Comedy SNAFU TOO!,やはり俺の青春ラブコメはまちがっている。続,"['Comedy', 'Romance']",https://myanimelist.net/anime/23847/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Zoku,5111.0
36862,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,Made in Abyss: Dawn of the Deep Soul,劇場版メイドインアビス 深き魂の黎明,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",https://myanimelist.net/anime/36862/Made_in_Abyss_Movie_3__Fukaki_Tamashii_no_Reimei,6753.0
28223,Death Parade,Death Parade,デス・パレード,"['Drama', 'Fantasy', 'Suspense']",https://myanimelist.net/anime/28223/Death_Parade,5320.0
31757,Kizumonogatari II: Nekketsu-hen,Kizumonogatari Part 2: Hot-Blooded,傷物語〈Ⅱ熱血篇〉,"['Action', 'Mystery', 'Supernatural']",https://myanimelist.net/anime/31757/Kizumonogatari_II__Nekketsu-hen,5759.0
2251,Baccano!,Baccano!,バッカーノ！,"['Action', 'Mystery', 'Supernatural']",https://myanimelist.net/anime/2251/Baccano,1721.0
10408,Hotarubi no Mori e,Into the Forest of Fireflies' Light,蛍火の杜へ,"['Award Winning', 'Drama', 'Romance', 'Supernatural']",https://myanimelist.net/anime/10408/Hotarubi_no_Mori_e,3865.0
41025,Fumetsu no Anata e,To Your Eternity,不滅のあなたへ,"['Adventure', 'Drama', 'Supernatural']",https://myanimelist.net/anime/41025/Fumetsu_no_Anata_e,7689.0
877,Nana,Nana,NANA [ナナ],"['Drama', 'Romance']",https://myanimelist.net/anime/877/Nana,711.0
40417,Fruits Basket 2nd Season,Fruits Basket 2nd Season,フルーツバスケット 2nd season,"['Drama', 'Romance', 'Supernatural']",https://myanimelist.net/anime/40417/Fruits_Basket_2nd_Season,7541.0
